Transaction,Percentile
GET_Token_wCredentials,937.1999999999999
HIST_GET_Bets_PENDING,724.5999999999999
HIST_GET_Transactions,393.6
HIST_GET_Bets_SETTLED,431.5
HIST_GET_$BetId,297.90000000000003
HIST_GET_$EventId,243.0
