Transaction,Percentile
GET_Token_wCredentials,1227.4
ACC_PUT_Flags,671.2999999999996
ACC_GET_Freebets,439.20000000000005
ACC_GET_Balance,456.2999999999998
ACC_GET_Limits_Dep,513.0
ACC_GET_Preferences,348.7999999999999
ACC_GET_Status,384.5
ACC_GET_Services,598.1999999999999
ACC_GET_Accounts,253.4
ACC_GET_Joint,348.5
