Transaction,Percentile
SBR_GET_NextEvents,249.29999999999995
SBR_GET_Events_$EventID_RacecardWithContext,902.75
SBR_GET_Events_Racecards,351.65000000000003
SBR_GET_AllRacing_$RaceDay,384.0
SBR_GET_FeaturedEvents,312.35
